"","Date","Text","bing_score","nrc_score","afin_score"
"12151","2019-11-10","rt greggjarrett there is no whistleblower statute that permits an unelected and inferior federal employee to blow the whistle on the pres ",-1,-1,-1
"12157","2019-11-10","rt realdonaldtrump but the witch hunt continues after years of relentless attacks against the republican party amp me the do nothing de ",-1,-1,-1
"12160","2019-11-10","rt realdonaldtrump i recommend that nervous nancy pelosi who backed up schiff s lie shifty adam schiff sleepy joe biden the whistleb ",-1,-1,1
"12167","2019-11-10","rt gopchairwoman if adam schiff blocks these witness from testifying it will be further proof that this is a partisan political vendetta ",-1,-1,-1
"12170","2019-11-10","rt marklevinshow tomorrow night at my new time pm eastern on fox my one hour interview with don jr please don t miss it on life li ",-1,1,-1
"12172","2019-11-10","thank you andrew meadow was watching and is so proud of her great father and family ",1,1,1
"12176","2019-11-11","schiff is giving republicans no witnesses no lawyer amp no due process it is a totally one sided witch hunt this can t be making the democrats look good such a farce ",-1,-1,1
"12178","2019-11-11"," this isn t about ukraine this isn t about impeachment this is about subverting democracy billoreilly so true and led by angry and dishonest people who hate themselves and must hate our country ",-1,-1,-1
"12179","2019-11-11","just like schiff fabricated my phone call he will fabricate the transcripts that he is making and releasing ",-1,-1,1
"12180","2019-11-11","in order to continue being the most transparent president in history i will be releasing sometime this week the transcript of the first and therefore most important phone call i had with the president of ukraine i am sure you will find it tantalizing ",1,1,1
"12181","2019-11-11","read the transcript it is perfect ",1,1,1
"12182","2019-11-11","rt repleezeldin the dems aren t just ripping our country in half w this impeachment charade they re also willingly setting fire to our a ",1,-1,-1
"12183","2019-11-11","rt repmarkmeadows if chairman adam schiff and democrats are denying gop impeachment witnesses to prevent a sham process they re certai ",-1,-1,-1
"12184","2019-11-11","rt whitehouse today our nation comes together to salute the veterans of the united states armed forces  t co hbpoewkaqz",1,1,1
"12186","2019-11-11"," want that to be an impeachable offense good luck with that jessebwatters foxnews",1,1,1
"12189","2019-11-11","rt whitehouse the first lady and i have come to express the everlasting love and loyalty of million americans  t co sujpbu ",1,1,1
"12190","2019-11-11","rt govmikehuckabee great new book by billoreilly united states of trump is not stupid fake anonymous crap about realdonaldtrump wi ",-1,-1,-1
"12191","2019-11-11","schiff and the dems have created this whole thing they reverse engineer it they ve been vowing to impeach for three years why should we listen to them why should we want to greggutfeld foxnews",-1,-1,1
"12193","2019-11-11","rt teamtrump president realdonaldtrump has a proven record of accomplishments for veterans from reforming the va to the lowest veteran u ",1,1,-1
"12194","2019-11-11","a great new book just out the plot against the president the true story of how congressman devin nunes uncovered the biggest political scandal in u s history shows very bad and corrupt people on the other side check it out  t co kqetvko q ",-1,-1,-1
"12201","2019-11-11","the lawyer for the whistleblower takes away all credibility from this big impeachment scam it should be ended and the whistleblower his lawyer and corrupt politician schiff should be investigared for fraud ",-1,-1,-1
"12203","2019-11-11"," the chinese say about trump s trade war amp tariffs he brought us to the table this is the most prosperous economy the world has ever seen and it s going to be a very prosperous economy jamie dimon on minutes thank you president trump amp the republican party ",1,1,1
"12204","2019-11-11","rt whitehouse on november we share our nation s deepest praise and gratitude to every citizen who has worn the uniform of the americ ",1,1,1
"12205","2019-11-11","happy veterans day ",1,1,1
"12206","2019-11-11","rt whitehouse as a candidate realdonaldtrump made veterans a centerpiece of his presidential campaign as president he restored qualit ",1,1,1
"12207","2019-11-11","today we come together as one nation to salute the veterans of the united states armed forces the greatest warriors ever to walk on the face of the earth our veterans risked everything for us now it is our duty to serve and protect them every day of our lives  t co vc ugvwf s",1,1,1
"12208","2019-11-11","shifty adam schiff will only release doctored transcripts we haven t even seen the documents and are restricted from get this having a lawyer republicans should put out their own transcripts schiff must testify as to why he made up a statement from me and read it to all ",-1,1,-1
"12210","2019-11-11","will be meeting with representatives of the vaping industry together with medical professionals and individual state representatives to come up with an acceptable solution to the vaping and e cigarette dilemma children s health amp safety together with jobs will be a focus ",-1,1,1
"12216","2019-11-12","a great try by seanspicer we are all proud of you ",1,1,1
"12222","2019-11-12","rt whitehouse under president realdonaldtrump unemployment hit its lowest rate in years blue collar jobs are leading the way htt ",1,-1,-1
"12226","2019-11-12","a total impeachment scam by the do nothing democrats  t co aftqe jf",-1,-1,-1
"12228","2019-11-12","rt ivankatrump it is an honor to serve our great country and fight for america s workers  t co zahfkqdii ",1,-1,1
"12230","2019-11-12","rt vp communities of faith play a vital role in adoption under president realdonaldtrump we will stand for the freedom of religion and ",1,1,1
"12231","2019-11-13","rt repjimbanks today america will see one party try and overturn the constitutional election of a president of the united states of amer ",-1,1,1
"12238","2019-11-13","rt gopleader this is a sham democrats are refusing access to important witnesses the president s legal counsel is not allowe ",-1,1,1
"12239","2019-11-13"," the circus is coming to town the corrupt compromised coward amp congenital liar adam schiff show on capital hill brought to you by his raging psychotic democrats amp the top allies in the media mob everything you re going to see in the next two weeks is rigged ",-1,-1,-1
"12240","2019-11-13","rt repleezeldin schiff isn t even trying to hide it he is the prosecutor judge jury witness coach amp lead story teller of this kangaro ",1,1,-1
"12241","2019-11-13","rt repkevinbrady under housegop majority the waysandmeansgop hearing room was used to improve the lives of americans with things like ",1,1,1
"12242","2019-11-13","rt tomfitton if schiff doesn t know who the whistleblower is how can he protect his identity cover up ",1,1,1
"12244","2019-11-13"," this is a phony showtrial there is zero due process none it is yet another fraudulent hoax conspiracy theory it is another witch hunt this is what the socialist doemocrat party has become there s not one thing the democrats have done in the past years except try ",-1,-1,-1
"12245","2019-11-13","the democrats have stacked the deck against president trump and the republicans they have leaked out everything stevedoocy foxandfriends",1,1,-1
"12247","2019-11-13"," this ridiculous impeachment is a travesty it s not an inquiry just read the transcript loudobbs",-1,-1,-1
"12248","2019-11-13","rt repmarkmeadows reminder the chairman was caught misleading a reporter about communication with the whistleblower barely four weeks a ",-1,1,-1
"12251","2019-11-13"," the most powerful tool the legislative branch has impeachment amp they ve turned it into a political cudgel which is not at all what the founders intended when you hear schiff use all these words like quid pro quo it is because they can t specify that donald trump broke ",1,-1,1
"12253","2019-11-13","rt repmarkmeadows listen to jim jordan review the unbelievable amount of hearsay these allegations are based on spread it far and wide ",-1,-1,-1
"12261","2019-11-13","rt gopleader watch devinnunes after vowing publicly that impeachment requires bipartisan support democrats are pushing impeachment ",1,-1,1
"12262","2019-11-13"," millions of americans will see what a partisan sham this whole thing is rush limbaugh foxandfriends also why is corrupt politician schiff allowed to hand over cross examination to a high priced outside lawyer did that lawyer ever work for me which would be a conflict ",-1,-1,-1
"12266","2019-11-13","rt gopoversight repadamschiff s sham impeachment hearings begin today but make no mistake democrats have been out to get the presi ",-1,-1,-1
"12267","2019-11-13","rt gopoversight no first hand knowledge never spoke to president trump never spoke to rudy giuliani never spoke to mick mulvan ",1,1,-1
"12270","2019-11-13","rt whitehouse new hoax same swamp  t co byw bvxfr",-1,-1,-1
"12271","2019-11-14","getting ready to land in louisiana to do rally with great republican eddierispone for governor he will get your taxes and auto insurance highest in country way down loves our military amp vets will protect your nd amendment vote saturday ",1,1,1
"12273","2019-11-14","rt repmarkmeadows brilliant job by my colleagues today on the intel committee they clearly highlighted the gaping holes in the democrats ",1,1,1
"12283","2019-11-14","rt whitehouse president realdonaldtrump gave an update on relations with turkey at the top of his meeting with president erdogan  ",1,1,1
"12284","2019-11-14","rt scavino this was an abject failure for the democrats and for adam schiff elisestefanik  t co lhia q mb ",-1,-1,-1
"12287","2019-11-14","thank you franklingraham it is a time of shame for our country the democrats know what they are doing is wrong  t co o ybh vc",-1,-1,-1
"12288","2019-11-14","rt whitehouse if house democrats were as committed to helping americans succeed under president realdonaldtrump as they are to tearing h ",1,1,1
"12290","2019-11-14","rt jim jordan aid was delayed by just days during that time we verified that president zelensky was the real deal  t co twj ",-1,1,-1
"12296","2019-11-14","where s the fake whistleblower ",-1,-1,-1
"12297","2019-11-14","wow was just told that my son s book triggered is number one on the new york times bestseller list congratulations don ",1,1,1
"12301","2019-11-14"," anywhere so we ve now had years of the democrats chasing donald trump nancy pelosi s worried about the american voter looking for someone to blame for that eventually look at her own story in the house what have they done the average american can t identify anything ",-1,-1,-1
"12303","2019-11-14"," danhenninger wsj nancy pelosi had it right the first time when she did not want to go down the impeachment path make it a voting issue but no the left insisted on raising this to the gravity of a constitutional crisis amp impeachment the hearings suggested it s not going ",-1,-1,-1
"12305","2019-11-14"," that the house democrats have done since she s become speaker other than chase donald trump this impeachment hoax is such a bad precedent and sooo bad for our country ",-1,-1,-1
"12306","2019-11-15","rt repsmucker no matter how hard the media and the democrats try to spin the hearings these are the facts impeachinghearings factsm ",-1,1,-1
"12308","2019-11-15"," they call it serving at the pleasure of the president the u s now has a very strong and powerful foreign policy much different than proceeding administrations it is called quite simply america first with all of that however i have done far more for ukraine than o ",1,1,1
"12315","2019-11-15","another record stock market times this year despite an ongoing amp totally unfounded witch hunt amp a democrat party that would love to see a nice big juicy recession in actuality the potential for the united states is unlimited we will power through the do nothing dems ",1,1,1
"12320","2019-11-15","so they now convict roger stone of lying and want to jail him for many years to come well what about crooked hillary comey strzok page mccabe brennan clapper shifty schiff ohr amp nellie steele amp all of the others including even mueller himself didn t they lie ",-1,-1,1
"12330","2019-11-15","rt gopleader before chairman adam schiff gets a chance to make up another phone call between presidents trump and zelensky devinnunes j ",1,1,1
"12332","2019-11-15","rt scavino adam schiff is wasting the nation s time with impeachment hearings  t co dspd hntg",-1,-1,-1
"12335","2019-11-15","this saturday the eyes of history are looking at the people of louisiana if you want to defend your values your jobs and your freedom then you need to replace radical liberal john bel edwards with a true louisiana patriot eddierispone geauxvote  t co odaud dfpb",1,1,1
"12339","2019-11-15","the impeachment witch hunt should be over with the statement made last night by the president and foreign minister of ukraine nervous nancy pelosi who should be home cleaning up the dangerous amp disgusting slum she is making of her district in san francisco where even the ",-1,-1,-1
"12345","2019-11-15"," ambassador sondland did not tell us and certainly did not tell me about a connection between the assistance and the investigation the fake impeachment inquiry is now dead ",-1,1,-1
"12347","2019-11-15","rt elisestefanik the facts are clear confirmed by our witness ambassador yovanovitch defensive lethal aid was provided to ukraine not ",-1,1,1
"12354","2019-11-16","rt kimstrassel impeachment is meant to be a big deal but democrats and the media have accomplished the disturbing feat of turning it int ",1,1,1
"12356","2019-11-16","rt arifleischer the most important part of today s hearing was amb yovanovitch s statement that she has no evidence that trump received ",1,1,1
"12363","2019-11-16"," my support for donald trump has never been greater than it is right now it is paramountly obvious watching this these people have to go you elected donald trump to drain the swamp well dismissing people like yovanovitch is what that looks like dismissing people like kent ",1,1,1
"12364","2019-11-16","dow hits first time ever highest ever gee pelosi amp schitt have a good idea lets impeach the president if something like that ever happened it would lead to the biggest fall in market history it s called a depression not a recession so much for k s amp jobs ",-1,-1,1
"12367","2019-11-16","good morning louisiana polls are open at am get out and vote for eddierispone to be your next gov he will get your taxes and auto insurance highest in country way down loves our military amp vets will protect your a find your polling place below  t co rnhb z hu",1,1,1
"12368","2019-11-16","rt realdonaldtrump big day in louisiana tomorrow get out and vote to replace radical liberal democrat john bel edwards with a great new ",-1,-1,1
"12370","2019-11-16","rt marklevinshow attorney general bill barr slams the constant efforts to undermine the president in a speech to the federalist society ",-1,1,-1
"12372","2019-11-16","big day in louisiana tomorrow get out and vote to replace radical liberal democrat john bel edwards with a great new republican governor eddierispone geauxvote lagov  t co mydmdyuhib",-1,-1,1
"12374","2019-11-17"," stevescalise blew the nasty amp obnoxious chris wallace will never be his father mike away on chris s lowest rated unless i m on morning show this kind of dumb and unfair interview would never have happened in the foxnews past great job steve ",-1,-1,-1
"12375","2019-11-17"," stevescalese blew the nasty amp obnoxious chris wallace will never be his father mike away on chris s lowest rated unless i m on morning show this kind of dumb and unfair interview would never have happened in the foxnews past great job steve ",-1,-1,-1
"12377","2019-11-17","rt erictrump i hope no one who serves our country and volunteers to do the unthinkable is ever treated like this again great job reald ",-1,1,1
"12382","2019-11-17","paul krugman has called me wrong from day one people at the failing new york times are very angry at him for having missed by soooo much paul match over  t co kspouphix",-1,-1,-1
"12396","2019-11-17","joe ricketts one of our country s most successful businessmen including being the owner of the chicago cubs has just written a great new book the harder you work the luckier you get so true much can be learned from joe go get the book ",1,1,1
"12398","2019-11-17","our great farmers will recieve another major round of cash compliments of china tariffs prior to thanksgiving the smaller farms and farmers will be big beneficiaries in the meantime and as you may have noticed china is starting to buy big again japan deal done enjoy ",1,1,1
"12400","2019-11-17","mr chairman joe biden may be sleepy and very slow but he is not a rabid dog he is actually somewhat better than that but i am the only one who can get you where you have to be you should act quickly get the deal done see you soon  t co ko k ltf ",-1,1,1
"12407","2019-11-17","rt whitehouse ever since president realdonaldtrump took action in the face of congress neglect border apprehensions have plummeted by ",-1,1,-1
"12410","2019-11-17","visited a great family of a young man under major surgery at the amazing walter reed medical center those are truly some of the best doctors anywhere in the world also began phase one of my yearly physical everything very good great will complete next year ",1,1,1
"12417","2019-11-17","where is the fake whistleblower ",-1,-1,-1
"12420","2019-11-17","the crazed do nothing democrats are turning impeachment into a routine partisan weapon that is very bad for our country and not what the founders had in mind ",-1,-1,-1
"12421","2019-11-17","tell jennifer williams whoever that is to read both transcripts of the presidential calls amp see the just released ststement from ukraine then she should meet with the other never trumpers who i don t know amp mostly never even heard of amp work out a better presidential attack ",-1,-1,1
"12426","2019-11-18","mark levin speaking one week after i took office this was always a planned coup and the radical left democrats will suffer at the polls in  t co xhd grquam",-1,-1,-1
"12428","2019-11-18"," that i testify about the phony impeachment witch hunt she also said i could do it in writing even though i did nothing wrong and don t like giving credibility to this no due process hoax i like the idea amp will in order to get congress focused again strongly consider it ",-1,-1,-1
"12432","2019-11-18","our crazy do nothing where s usmca infrastructure lower drug pricing amp much more speaker of the house nervous nancy pelosi who is petrified by her radical left knowing she will soon be gone they amp fake news media are her boss suggested on sunday s deface the nation ",-1,-1,-1
"12440","2019-11-19","rt gopoversight watch repchrisstewart lays out the facts president trump made no demand of president zelensky president zel ",1,1,-1
"12444","2019-11-19","rt stevescalise pelosi now claims this charade is all about bribery the problem with that focus group tested narrative no witness h ",-1,-1,-1
"12449","2019-11-19","rt repandybiggsaz no pressure alert consistent with the statements from ukrainian leaders vindman testifies that he did not hea ",1,-1,-1
"12451","2019-11-19","rt gopoversight schiff s sham impeachment is collapsing  t co hjpiomgthm",-1,-1,-1
"12453","2019-11-19","rt repmarkmeadows so far today we have vindman who never met or spoke to potus testifying of alarming demands in the call wit ",-1,-1,-1
"12456","2019-11-19","rt repjimbanks repratcliffe nails it democrats poll tested and they found that the crime of bribery alarms voters the most the on ",-1,-1,-1
"12457","2019-11-19","rt repmarkgreen speakerpelosi and repadamschiff are trying to reverse a national election out of fear and hatred of something they don ",-1,-1,-1
"12458","2019-11-19","the do nothing democrats have disgraced our great country  t co lcss wo ",-1,-1,1
"12460","2019-11-19","rt repjimbanks very bad day for repadamschiff speakerpelosi and democrats impeachmentsham is crumbling another witness just told ",-1,-1,-1
"12461","2019-11-19","nancy pelosi just stated that it is dangerous to let the voters decide trump s fate foxnews in other words she thinks i m going to win and doesn t want to take a chance on letting the voters decide like al green she wants to change our voting system wow she s crazy ",1,-1,1
"12462","2019-11-19","rt jessebwatters this is what was asked today was there a bribe no did anybody ask you to bribe anyone no was there extortion no t ",-1,-1,-1
"12484","2019-11-20","congressman van drew d nj we ve spent millions of dollars in my opinion tons of money tons of time tons of hurt fracturing the nation apart i haven t seen this to be a good thing ",-1,1,1
"12492","2019-11-20","we join families of kevin king amp tim weeks in celebrating their release from taliban captivity thanks to president ghani for his courageous support let s hope this leads to more good things on the peace front like a ceasefire that will help end this long war proud of my team ",1,1,1
"12493","2019-11-20"," white house confidence grows as hearings wear on washtimes this is just an attempted takedown of the republican party by the do nothing democrats it will never work ",1,1,1
"12495","2019-11-20","rt repandybiggsaz repratcliffe shatters the myths created by the whistleblower no violation of law or executive order no ment ",-1,-1,-1
"12497","2019-11-20","rt dcexaminer rep elisestefanik no quid pro quo morrison correct no bribery correct no extortion correct ste ",1,-1,-1
"12499","2019-11-20","the three year hoax continues  t co yht kqb aw",-1,-1,-1
"12500","2019-11-20","nancy pelosi will go down as the least productive speaker of the house in history she is dominated by aoc plus and the radical left mexico and canada after waiting for months to be approved are ready to flee and who can blame them too bad ",-1,-1,-1
"12501","2019-11-20","rt jim jordan q in no way shape or form did you receive any indication whatsoever that resembled a quid pro quo is that correct a ",1,1,-1
"12513","2019-11-20","rt parscale what we ve learned today from the democrats sham impeachment hearings no quid pro quo no bribery no extortionin shor ",-1,-1,-1
"12519","2019-11-21"," the new house resolution gives adam schiff the most dishonest man in politics the power unilaterally to release edited transcripts rule gives chairman schiff absolutely no jurisdiction subpoenas issued as part of dems impeachment inquiry are illegal sam dewey foxnews",-1,-1,-1
"12520","2019-11-21"," but we are winning big and they will soon be on our turf ",1,1,1
"12522","2019-11-21","rt gopoversight the american people expect fairness repadamschiff s impeachmentcircus has been anything but fair thankfully this ci ",1,1,1
"12525","2019-11-21","poll trump leads top democrats in wisconsin  t co p z si i h ",1,1,1
"12526","2019-11-21"," they want zero transparency thinking the world will not find out the death and tragedy that the iranian regime is causing ",-1,-1,-1
"12529","2019-11-21"," president trump said the ukraine president should just do the right thing no quid pro quo you shouldn t charge but you cannot convict a sitting president on the basis of conflicting and ambiguous evidence and destabilize the american government thank you ken ",-1,-1,-1
"12533","2019-11-21","the navy will not be taking away warfighter and navy seal eddie gallagher s trident pin this case was handled very badly from the beginning get back to business ",-1,-1,-1
"12535","2019-11-21","the republican party and me had a great day yesterday with respect to the phony impeachment hoax amp yet when i got home to the white house amp checked out the news coverage on much of television you would have no idea they were reporting on the same event fake amp corrupt news ",-1,-1,-1
"12537","2019-11-21","corrupt politician adam schiff s lies are growing by the day keep fighting tough republicans you are dealing with human scum who have taken due process and all of the republican party s rights away from us during the most unfair hearings in american history ",-1,-1,-1
"12540","2019-11-21","iran has become so unstable that the regime has shut down their entire internet system so that the great iranian people cannot talk about the tremendous violence taking place within the country ",-1,-1,-1
"12541","2019-11-21","rt realdonaldtrump the republican party and me had a great day yesterday with respect to the phony impeachment hoax amp yet when i got ",-1,-1,1
"12544","2019-11-21"," president before what they are doing is not legal but i m clean and when i release my financial statement my decision sometime prior to election it will only show one thing that i am much richer than people even thought and that is a good thing jobs jobs jobs ",1,1,1
"12551","2019-11-22"," pelosi and her do nothing democrats drug pricing bill doesn t do the trick fewer cures fewer treatments time for the democrats to get serious about bipartisan solutions to lowering prescription drug prices for families ",-1,-1,1
"12552","2019-11-22"," while we had the first prescription drug price decrease in years americans still pay far too much for drugs other countries pay far less that is wrong we will soon be putting more options on the table ",-1,-1,-1
"12555","2019-11-22","mark levin on impeachment hysteria  t co sft qgqajo",-1,-1,-1
"12558","2019-11-22","rt geraldorivera and so it begins if cnn exclusive is confirmed big trouble at the fbi allegation according to evanperez their excel ",-1,1,1
"12560","2019-11-22","i will be interviewed on foxandfriends this morning at a m i know that there s not much to talk about but we will try to keep the conversation going enjoy stevedoocy ainsleyearhardt kilmeade",1,1,1
"12562","2019-11-22","thank you to senatemajldr mitch mcconnell and gopleader kevin mccarthy for their great leadership there has never been so much unity and spirit in the republican party as there is right now ",1,1,1
"12565","2019-11-22","rt elisestefanik bottom line adam schiff failed to bring any evidence for impeaching realdonaldtrump watch me on seanhannity tonight ",-1,-1,-1
"12568","2019-11-22","rt gopchairwoman public polls are matching what we ve seen in our internals realdonaldtrump s approval is the highest it s been since ",1,1,1
"12569","2019-11-22","rt seanhannity realdonaldtrump it s a hoax it s a disgrace it s an embarrassment to our country nancy pelosi has done a terrible j ",-1,-1,-1
"12577","2019-11-22","rt geraldorivera re collusionhoax it s not realdonaldtrump denying russia interfered w our election it s democrats amp house media ",-1,-1,-1
"12579","2019-11-23","rt repmarkmeadows wow impeachment way under water with independents oppose only support the american people see through thi ",1,-1,1
"12581","2019-11-23"," approval rate in the republican party a record thank you ",1,1,1
"12582","2019-11-23","thank you kevin for the nice words  t co dfy v ehd",1,-1,1
"12583","2019-11-23"," sondland said trump told him none of this will move the needle for anyone and now dems in swing districts head home for thanksgiving to hear from voters pelosi amp co are putting on a show to appease the democratic base instead of doing the work all americans need done ",1,1,1
"12584","2019-11-23"," sondland said trump told him none of this will move the needle for anyone and now dems in swing districts head home for thanksgiving to hear from voters pelosi amp co are putting on a show to appease the democratic base instead if doing the work all americans need done ",1,1,1
"12585","2019-11-23"," any direct evidence that president trump did anything impeachable no one heard him order a quid pro quo no one offered a convincing reason why trump s interest in having ukraine probe potential cortuption warrants impeachment i want no quid pro quo ambassador ",1,1,1
"12586","2019-11-23","new york post editorial worse than pointless all those hours of televised testimony plainly failed on their announced goal to change american s minds part of the problem is that democrats already leaked the best evidence they had more important not one witness offered ",-1,-1,-1
"12587","2019-11-23","daniel cameron who just won the a g race in the great commonwealth of kentucky is a young and very talented political star you will be hearing much from cameron in the years to come ",1,1,1
"12589","2019-11-23"," the democrats dirty tricks have started this whole thing the whistleblower the guy who took his case to schiff s staff first is what really blows the lid off this entire saga he worked for biden on ukraine policy when biden was vp he worked for deep state henchman john",-1,-1,-1
"12590","2019-11-23","daniel cameron who just won the a g race in the great commonwealth of kentucky is a young and very talented political star you will be hearing much from cameron in the yesrs to come ",1,1,1
"12591","2019-11-23","joe concha the hill in emerson college poll impeachment among independents oppose support you see why pelosi is reluctant to go in with this dems have to go home and explain why they haven t done something on opioid crisis drug prices usmca the border etc ",-1,-1,-1
"12593","2019-11-23"," the support for impeachment is not there i think the democrats will have to come up with a new game plan jasoninthehouse foxnews",1,-1,1
"12594","2019-11-23","rt byronyork schiff says when republicans use phrase russia hoax they are denying russian interference untrue obvious fact when rep ",-1,-1,-1
"12595","2019-11-24"," contracting procedures were not addressed to my satisfaction therefore secretary of the navy richard spencer s services have been terminated by secretary of defense mark esper i thank richard for his service amp commitment eddie will retire peacefully with all of the ",1,1,1
"12596","2019-11-24"," honors that he has earned including his trident pin admiral and now ambassador to norway ken braithwaite will be nominated by me to be the new secretary of the navy a man of great achievement and success i know ken will do an outstanding job ",1,1,1
"12597","2019-11-24","i was not pleased with the way that navy seal eddie gallagher s trial was handled by the navy he was treated very badly but despite this was completely exonerated on all major charges i then restored eddie s rank likewise large cost overruns from past administration s ",1,1,1
"12598","2019-11-24","democrats going back to their districts for thanksgiving are getting absolutely hammered by their constituents over the phony impeachment scam republicans will have a great election ",-1,-1,1
"12599","2019-11-24"," the whole russia thing was a hoax and the ukraine thing is a hoax and the democrats are a joke this is a disaster for them devinnunes foxnews the do nothing democrats are hurting our country and they don t care ",-1,-1,-1
"12603","2019-11-24","this is a great and well reseached book on justice k the ruth marcus book is a badly written amp reseached disaster so many incorrect facts fake news just like the washingtonpost  t co i gwghuesu",-1,-1,-1
"12607","2019-11-24","rt roscarborough nunes to sue cnn daily beast over demonstrably false stories he sought dirt on biden  t co mqpwlasybk was ",-1,-1,-1
"12609","2019-11-24","rt andrewpollackfl wow thanks everyone for supporting help meadow save the day it s almost in the top sales ranking on barnes amp no ",1,1,1
"12611","2019-11-24","rt mzhemingway oh dear hunter biden linked company received m in special federal loans while joe biden was vice president  t ",-1,1,1
"12613","2019-11-24","rt petehegseth huge congrats to new mom jedediahbila amp hubby jeremy welcome baby hartley to the foxandfriends family so glad all is w ",1,1,1
"12615","2019-11-24","rt bucksexton russia invaded eastern ukraine picked off crimea and shot an airliner out of the sky killing hundreds of civilians whil ",-1,-1,-1
"12617","2019-11-24","rt bucksexton be prepared for bureaucrats at fbi to claim sheer incompetence as their defense to whatever comes out of the horowitz probe ",-1,1,-1
"12618","2019-11-24","rt bucksexton people need to stop making democrats look like a bunch of crazy left wing extremists by quoting them and sharing their offi ",-1,-1,-1
"12620","2019-11-24","rt sebgorka what did forrest gump s mama say about stupid people  t co z osff nqh",-1,-1,-1
"12627","2019-11-24","but i did nothing wrong read the transcripts  t co ef o kogrg",-1,-1,-1
"12634","2019-11-24","the unspoken truth what impeachment exposed about trump and  t co pytybcd i",1,-1,-1
"12637","2019-11-24","rt loudobbs a tremendous week potus says he wants a full senate trial following the dems disastrous impeachment hearings presssec ",-1,-1,-1
"12638","2019-11-24","rt loudobbs case closed saracarterdc charleshurt say the radical dems have no case or evidence to impeach potus maga americafirst ",-1,-1,-1
"12641","2019-11-24","nancy pelosi adam schiff aoc and the rest of the democrats are not getting important legislation done hence the do nothing democrats usmca national defense authorization act gun safety prescription drug prices amp infrastructure are dead in the water because of the dems ",-1,1,-1
"12643","2019-11-24","pushed hard to have apple build in usa  t co brfxbkjdc ",-1,1,-1
"12647","2019-11-25"," the democrats are getting hit and slammed on impeachment it is getting less and less popular by the day kilmeade foxandfriends",1,-1,1
"12650","2019-11-25","rt whitehouse president realdonaldtrump welcomed outstanding student athletes and coaches from all over the nation to the white house fo ",1,1,1
"12652","2019-11-25","support for impeachment is dropping like a rock down into the s in some polls dems should now get down to work and finally approve usmca and much more ",1,1,1
"12653","2019-11-25","another new stock market record enjoy ",1,1,1
"12656","2019-11-25","rt gopchairwoman that he is unconventional is not a bad thing for me heck it s why i voted for him fantastic read from salenazito ",-1,-1,1
"12664","2019-11-26","rt whitehouse president realdonaldtrump just signed the preventing animal cruelty and torture pact act into law which makes it a feder ",-1,-1,-1
"12666","2019-11-26"," democrats committed to impeaching trump for no reason will backfire into big victory for republicans ingrahamangle",1,1,1
"12667","2019-11-26"," lawyer has already stated that i did nothing wrong john bolton is a patriot and may know that i held back the money from ukraine because it is considered a corrupt country amp i wanted to know why nearby european countries weren t putting up money also likewise i would ",-1,-1,-1
"12668","2019-11-26","i will always protect our great warfighters i ve got your backs ",1,1,1
"12671","2019-11-26","when the military rips down an old amp badly broken border wall in an important location amp replaces it with a brand new ft high steel amp concrete wall nancy pelosi says we are not building a wall wrong and it is going up fast brandon judd just gave us great marks foxnews",-1,-1,-1
"12672","2019-11-26"," love to have mike pompeo rick perry mick mulvaney and many others testify about the phony impeachment hoax it is a democrat scam that is going nowhere but future presidents should in no way be compromised what has happened to me should never happen to another president ",-1,-1,-1
"12674","2019-11-26","rt dailycaller adam schiff challenger jennifer barbosa attacks him for chasing impeachment while allegedly ignoring homeless people in ca ",-1,-1,-1
"12686","2019-11-27","god bless the u s a maga t co cykqghagcx",1,1,1
"12688","2019-11-27","people now realize it is a democrat hoax  t co o lfa wu ",-1,-1,-1
"12694","2019-11-28","happy thanksgiving  t co sgznhindw",1,1,1
"12695","2019-11-28","rt whitehouse this thanksgiving we are thankful to all who wear our nation s uniform allowing us to celebrate in safety and peace ",1,1,1
"12697","2019-11-28","rt whitehouse therefore i donald j trump president of the united states of america by virtue of the authority vested in me by the c ",1,1,1
"12698","2019-11-28","rt whitehouse congress broke for thanksgiving late last week thanks to the far left s impeachment stunt the house has been effectively ",-1,-1,1
"12699","2019-11-28","happy thanksgiving  t co goxjek fn",1,1,1
"12700","2019-11-29","just returned to the united states after spending a great thanksgiving with our courageous american warriors in afghanistan  t co b vgy bh z",1,1,1
"12703","2019-11-30","rt whitehouse the men and women of our military are totally loyal to our country and every day i am president america will always be t ",1,1,1
"12712","2019-11-30","i will be representing our country in london at nato while the democrats are holding the most ridiculous impeachment hearings in history read the transcripts nothing was done or said wrong the radical left is undercutting our country hearings scheduled on same dates as nato ",-1,-1,-1
"12714","2019-11-30","rt thehill just in top judiciary republican calls on committee to expand list of impeachment witnesses ahead of next week s hearing ",1,-1,1
"12720","2019-11-30","rt sbagov didyouknow small businesses create out of every net new jobs in the united states show your support for entrepreneurs ",1,1,1
"12722","2019-12-01"," sen tim scott says trump innocent no way senate convicts  t co p onki n p",1,1,-1
"12724","2019-12-01"," in america community by community where we will eradicate aids in years program already started american leadership has proven that together we can save lives ",1,1,1
"12725","2019-12-01"," schiff s impeachment hearings wasting time when congress must do real work  t co lb bwrvrl",-1,-1,-1
